"Município";"2024/Mai";"2024/Jun";"2024/Jul";"2024/Ago";"2024/Set";"2024/Out";"2024/Nov";"2024/Dez";"2025/Jan";"2025/Fev";"2025/Mar";"2025/Abr";"2025/Mai";"2025/Jun";"2025/Jul";"2025/Ago";"2025/Set";"2025/Out";"2025/Nov";"2025/Dez";"2026/Jan";"2026/Fev";"Total"
"431140 LAJEADO";1775611,71;1721064,47;1668379,07;2235787,01;2037048,93;1906917,03;1920692,42;2234414,33;2065839,09;1805171,82;2049011,21;1748488,32;1876637,77;2468844,02;4114863,52;4191380,67;3971062,93;3650071,18;4193783,18;4066728,77;3265533,77;3230958,62;58198289,84
"431142 LAJEADO DO BUGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431150 LAVRAS DO SUL";3922,10;6415,52;7937,63;10648,49;8813,26;8519,97;6234,59;6031,07;5658,73;4811,04;5453,72;7143,38;8222,08;9397,35;8281,14;-;9911,79;9891,95;-;4463,56;4627,24;4884,74;141269,35
"431160 LIBERATO SALZANO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431162 LINDOLFO COLLOR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431164 LINHA NOVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431170 MACHADINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431171 MACAMBARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431173 MAMPITUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431175 MANOEL VIANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431177 MAQUINE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431179 MARATA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431180 MARAU";116696,19;102064,91;85612,94;140383,21;124695,55;111618,65;116404,46;106709,39;109753,61;80669,47;110467,46;106653,91;79772,01;116961,34;126942,67;115591,69;135347,93;106476,48;153130,57;432076,30;171574,07;191993,46;2941596,27
"431190 MARCELINO RAMOS";12786,77;14947,99;16335,02;19851,22;21333,40;23084,33;20119,92;16605,56;18078,26;16374,37;12408,67;27286,30;17392,16;16693,15;12462,82;14094,71;17153,05;17368,15;17397,84;19736,41;15917,28;14789,54;382216,92
"431198 MARIANA PIMENTEL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431200 MARIANO MORO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431205 MARQUES DE SOUZA";33773,22;27986,37;28325,03;32160,90;31909,01;35764,35;30491,86;29904,27;23994,20;36856,16;43220,30;20640,21;32224,47;35782,00;43874,35;30019,18;51975,31;41247,00;43858,88;38235,13;-;-;692242,20
"431210 MATA";3854,85;4816,14;6155,80;5985,73;4232,07;4812,65;6885,15;4568,71;6553,92;5910,56;3970,77;4205,71;6475,68;4149,21;5130,05;8462,89;3899,96;8389,21;4219,95;6837,63;3023,11;2485,12;115024,87
"431213 MATO CASTELHANO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431215 MATO LEITAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431217 MATO QUEIMADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431220 MAXIMILIANO DE ALMEIDA";24021,13;24156,94;21304,17;21456,79;16064,75;16374,07;20304,74;15230,42;15918,97;12623,61;18665,88;21667,32;20807,83;17731,51;16024,25;19355,75;17559,41;16785,12;17041,10;13977,45;14631,07;18237,29;399939,57
"431225 MINAS DO LEAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431230 MIRAGUAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431235 MONTAURI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431237 MONTE ALEGRE DOS CAMPOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431238 MONTE BELO DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431240 MONTENEGRO";467795,21;644384,89;567564,60;565124,29;506184,82;674696,58;542742,01;604314,39;516153,18;387870,16;508566,19;358975,98;550168,04;419871,27;480207,83;563518,79;495385,33;573840,84;486258,06;537973,75;462143,79;441105,70;11354845,70
"431242 MORMACO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431244 MORRINHOS DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431245 MORRO REDONDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431247 MORRO REUTER";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431250 MOSTARDAS";1281,97;5110,50;865,91;4677,20;11913,12;3373,92;4523,65;6125,27;3372,20;7464,12;4153,00;4117,77;2788,34;2741,62;7181,32;301,14;1772,44;9423,04;5345,21;452,53;4191,62;1115,80;92291,69
"431260 MUCUM";10007,69;11770,24;17997,48;15544,53;13632,08;23975,65;13798,24;8522,25;25920,07;9596,95;13713,44;24942,15;10105,56;18970,85;18116,50;23783,00;14303,00;8665,89;10290,24;15381,26;9998,01;11540,84;330575,92
"431261 MUITOS CAPOES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431262 MULITERNO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431265 NAO-ME-TOQUE";44698,57;47816,41;40696,82;50979,06;67860,67;56860,52;50297,76;55708,13;43168,78;39375,02;47112,99;49066,95;50655,80;85380,43;90488,38;78913,24;103342,89;57883,53;52691,35;97240,10;77576,42;74219,80;1362033,62
"431267 NICOLAU VERGUEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431270 NONOAI";104468,86;110588,58;133249,32;126053,38;119091,38;114994,69;122547,11;124029,65;137546,38;167045,12;134260,89;200088,43;131851,85;152525,82;147104,94;178894,04;145462,14;156033,42;137480,12;119918,31;130432,57;151691,34;3045358,34
"431275 NOVA ALVORADA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431280 NOVA ARACA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431290 NOVA BASSANO";25448,75;15388,73;29728,26;24824,80;17558,17;28019,04;21740,57;26803,24;24482,59;15287,69;24157,05;13755,75;14792,93;29007,82;27685,60;28766,00;32508,98;44211,52;30533,15;24474,89;18028,24;20699,23;537903,00
"431295 NOVA BOA VISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431300 NOVA BRESCIA";20705,71;18418,26;17769,91;16149,21;15476,62;18841,79;15183,31;15851,59;15598,16;16217,20;15496,26;14180,06;15918,68;14857,85;15218,95;17850,42;17380,45;17412,65;15146,79;13291,71;14471,93;15277,77;356715,28
"431301 NOVA CANDELARIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431303 NOVA ESPERANCA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431306 NOVA HARTZ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431308 NOVA PADUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431310 NOVA PALMA";49107,21;40671,08;45363,11;48806,48;51914,35;43400,40;49433,89;47375,81;43355,74;49728,64;59494,80;59025,74;58450,20;54507,13;65357,95;66235,45;65731,13;61796,98;59786,63;73751,20;67161,88;58905,21;1219361,01
"431320 NOVA PETROPOLIS";68828,47;66904,67;76037,40;82890,13;82922,43;72939,63;61134,96;63497,55;65162,00;80175,38;56031,92;55426,59;65534,39;60925,28;66684,80;70143,25;68956,84;64599,58;39337,34;72501,96;69446,39;66386,04;1476467,00
"431330 NOVA PRATA";129229,86;137167,19;106063,38;110936,04;133016,13;123480,80;85663,75;113123,66;89279,00;109789,07;131619,13;125884,42;129679,83;150898,41;100166,69;101129,62;114632,52;117345,87;80934,96;80171,66;86256,15;57558,09;2414026,23
"431333 NOVA RAMADA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431335 NOVA ROMA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431337 NOVA SANTA RITA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431339 NOVO CABRAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431340 NOVO HAMBURGO";2478693,66;2628363,18;2932807,44;2870638,29;2668048,15;2671465,02;2794785,98;2740035,63;2595503,57;2159083,95;2507085,99;2776196,56;2511658,75;2638553,65;2407306,77;3098682,71;2523334,99;2910998,52;2605005,18;2600589,79;2550034,61;2267605,17;57936477,56
"431342 NOVO MACHADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431344 NOVO TIRADENTES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431346 NOVO XINGU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431349 NOVO BARREIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431350 OSORIO";296444,82;543457,80;294225,96;384894,94;362879,80;459854,10;330678,99;455212,66;346791,02;413246,38;344752,69;370476,52;453340,62;412024,67;432948,30;547905,32;604254,65;486115,71;427513,11;420151,03;472712,27;491068,02;9350949,38
"431360 PAIM FILHO";31983,93;24197,01;26776,51;31984,61;35220,16;28559,02;34740,00;26950,67;33544,61;30023,92;29581,10;32655,58;27957,97;29948,94;35491,08;29212,04;30338,88;27486,01;29496,89;24059,66;31219,65;23440,81;654869,05
"431365 PALMARES DO SUL";6188,99;14654,20;12892,29;18413,76;17837,19;13136,69;12269,28;17564,15;13047,73;12125,32;15603,89;11258,40;14239,42;14936,33;14980,63;21248,89;16379,19;15612,84;16810,02;15369,15;15890,79;12488,02;322947,17
"431370 PALMEIRA DAS MISSOES";315337,35;426938,54;315430,47;294893,17;332507,69;368286,11;540308,64;378131,01;380548,37;190350,56;349621,98;390698,84;283684,23;329166,53;371633,82;427159,19;347258,17;387915,39;305361,77;366381,31;331165,59;321974,44;7754753,17
"431380 PALMITINHO";67949,52;60657,33;72284,14;84364,71;81965,29;67587,71;73580,72;85293,34;89802,52;81811,22;69576,54;83423,43;72149,02;74466,23;91688,06;80450,51;73683,73;60614,77;74807,29;58476,90;54775,13;54693,82;1614101,93
"431390 PANAMBI";112807,62;146100,54;138089,65;140505,96;112093,30;120869,05;118882,45;130825,67;139269,22;103817,08;104883,27;125564,31;124740,73;115748,12;157867,93;129825,53;137669,73;139518,47;193605,24;159640,44;133238,73;183774,52;2969337,56
"431395 PANTANO GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431400 PARAI";13238,99;19583,12;10558,55;31125,21;21483,92;18654,72;30446,47;11546,72;5713,76;6994,43;16631,04;9728,74;11180,05;6869,63;27713,74;24488,30;11615,10;18672,82;26564,15;9921,62;16724,89;21278,78;370734,75
"431402 PARAISO DO SUL";9166,30;19253,02;6946,40;14737,36;20705,34;18340,69;11517,03;18437,68;12978,48;6948,58;21924,69;10337,93;7052,55;7981,53;23282,86;14664,42;6538,70;13763,43;24989,33;8221,57;-;32771,74;310559,63
"431403 PARECI NOVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431405 PAROBE";473003,59;743585,68;654917,08;804010,01;785091,84;927752,79;777722,72;840752,24;980881,98;1140218,73;1124009,07;1188095,55;1555880,78;1576922,14;1672269,67;1939334,86;1901432,42;2103425,83;2429754,20;3499071,30;3210228,57;3553830,47;33882191,52
"431406 PASSA SETE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431407 PASSO DO SOBRADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431410 PASSO FUNDO";8915942,30;9448213,88;9320748,48;9614937,50;10255780,66;10378391,08;9691415,17;9388317,10;9234723,21;9770250,59;10538557,47;10828722,28;12412956,02;12103470,83;12108506,11;12216822,45;12624405,70;12519255,46;11858109,77;12402553,89;12176007,97;12043719,24;239851807,16
"431413 PAULO BENTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431415 PAVERAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431417 PEDRAS ALTAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431420 PEDRO OSORIO";20460,96;17460,12;20217,53;17828,09;15929,65;19824,52;20819,33;23362,58;21744,06;22295,48;24623,21;23817,76;24561,07;27997,74;25493,36;24479,16;26783,33;24990,94;24446,70;21612,59;23434,68;20862,57;493045,43
"431430 PEJUCARA";6359,11;4668,79;1977,65;3587,38;1592,79;604,26;2435,18;2178,26;2673,88;1593,23;4773,40;2778,09;4726,31;4181,75;5119,73;3432,06;4805,31;5451,25;2834,55;1130,08;2312,88;2813,31;72029,25
"431440 PELOTAS";4433573,91;4754250,30;5060374,73;5291102,86;4523138,65;5125434,59;5586870,10;5693946,82;5088512,52;5302813,92;5233011,39;5269487,05;5764064,80;5436333,22;5902236,80;5465389,92;4931686,59;5306761,13;5284905,59;5762867,73;5580365,61;5826684,45;116623812,68
"431442 PICADA CAFE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431445 PINHAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431446 PINHAL DA SERRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431447 PINHAL GRANDE";4090,76;6615,23;5084,64;4488,38;3712,78;4750,38;4274,86;5054,34;6144,24;2697,35;7276,68;2670,59;7136,09;2536,90;4049,27;4501,23;5184,73;7073,35;5160,46;4945,75;1342,80;4542,37;103333,18
"431449 PINHEIRINHO DO VALE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431450 PINHEIRO MACHADO";13221,94;13088,37;13086,07;16178,02;11048,79;18468,32;14958,70;14600,48;16403,22;4660,63;16212,43;11028,45;12484,16;12616,77;13938,87;12084,86;11583,55;9416,83;11982,86;10258,49;12044,09;9452,90;278818,80
"431454 PINTO BANDEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431455 PIRAPO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431460 PIRATINI";77585,87;87365,94;97018,59;94646,46;78360,97;91378,34;80601,62;73611,59;73793,42;67875,20;91478,93;80483,88;105700,38;96184,91;115705,84;119473,48;103425,60;103253,67;147631,04;179119,05;113967,18;99778,94;2178440,90
"431470 PLANALTO";15980,62;30124,12;29321,57;22939,41;38249,72;25566,17;31661,23;23915,01;24539,41;18997,37;21838,05;22779,18;24374,85;24147,37;22107,97;25148,79;27798,46;16914,22;23010,60;26067,14;25144,80;28729,26;549355,32
"431475 POCO DAS ANTAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431477 PONTAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431478 PONTE PRETA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431480 PORTAO";55123,17;204326,18;298430,57;210362,59;160717,21;92319,15;111614,82;90124,03;84224,39;73932,89;69344,02;108223,35;133758,59;116944,01;233030,56;238308,18;350086,53;459833,33;382212,51;289935,89;428904,99;420359,38;4612116,34
"431490 PORTO ALEGRE";36504688,13;40319157,40;42794391,94;44382475,20;46167366,89;42881970,02;43201134,26;38382471,68;39974767,52;43060555,39;40140013,15;44511015,28;48921500,32;44472361,69;46684844,11;43353014,76;45438197,64;49699229,97;44806633,55;45839605,74;42753480,60;42654099,81;956942975,05
"431500 PORTO LUCENA";12983,37;24684,83;17592,47;12961,62;16307,17;20079,52;16563,54;12948,74;7105,40;10772,04;11754,41;13304,29;10346,44;12477,92;21643,48;14626,05;19455,73;29577,65;15782,40;11958,00;11561,16;13831,42;338317,65
"431505 PORTO MAUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431507 PORTO VERA CRUZ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431510 PORTO XAVIER";25433,43;28294,13;23489,74;20746,69;25681,59;27573,73;22353,47;30209,80;14144,56;33276,11;30267,54;30193,51;30648,94;30331,52;26919,12;30074,61;33339,01;15996,52;32349,72;31564,10;22048,81;34859,63;599796,28
"431513 POUSO NOVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431514 PRESIDENTE LUCENA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431515 PROGRESSO";30313,81;29843,85;23845,36;37835,57;23433,09;26007,07;17475,61;13657,16;14611,73;16951,02;8880,67;18646,48;18460,79;18259,90;26587,30;33531,90;26735,25;17710,95;11427,28;10647,93;6054,30;7948,80;438865,82
"431517 PROTASIO ALVES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431520 PUTINGA";6837,76;5498,20;6826,69;7380,74;8807,62;5449,60;5087,40;6811,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52699,31
"431530 QUARAI";67366,53;78920,80;74915,59;79946,41;80827,80;67738,45;85200,13;66783,36;53620,12;58397,66;66158,47;70783,15;85794,82;76802,41;72167,28;55447,92;58277,09;64554,58;53890,44;68773,46;77279,68;65725,61;1529371,76
"431531 QUATRO IRMAOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431532 QUEVEDOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431535 QUINZE DE NOVEMBRO";8373,41;11230,02;9160,04;15667,66;10269,39;10062,13;9244,65;10826,20;10163,12;11383,43;12927,84;9574,15;11687,47;10577,10;10540,01;11081,16;9725,18;9773,59;13358,12;8961,23;9516,01;14874,92;238976,83
"431540 REDENTORA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431545 RELVADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431550 RESTINGA SECA";20713,72;26720,56;34212,67;30222,59;37585,89;32907,14;27470,71;22020,74;24888,57;24032,98;31541,86;25232,00;27328,87;28091,20;28149,47;22996,83;25435,71;25792,44;34926,66;24318,89;-;-;554589,50
"431555 RIO DOS INDIOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431560 RIO GRANDE";2282368,92;1907048,48;2151144,12;2403060,48;1937327,58;2142754,51;1997654,93;1906824,37;1887801,73;1874147,97;2174125,55;2095020,23;2159527,59;2241473,63;2260183,39;2647557,83;2580897,07;2535460,17;2148798,40;2177080,39;1895886,33;1989262,97;47395406,64
"431570 RIO PARDO";208232,56;238847,20;89688,69;266163,98;175098,36;227860,11;205775,95;247089,96;217514,55;161369,27;221300,48;196655,02;214853,42;297112,30;137661,06;519711,66;324679,44;316278,51;298675,62;305283,26;163974,33;322046,77;5355872,50
"431575 RIOZINHO";9858,78;11721,08;9234,07;6011,11;7320,82;5383,15;1820,17;2079,39;5181,95;6477,13;5424,84;5124,30;5649,29;9111,97;4041,00;4724,57;5990,86;3628,76;5196,06;3376,62;3920,78;3651,28;124927,98
"431580 ROCA SALES";10214,13;13668,51;8887,47;13336,49;8737,49;5973,53;5577,45;4845,89;5734,61;3278,33;3679,51;4153,25;1956,12;4416,65;5149,51;3521,14;5815,69;4945,14;6637,47;2194,72;2241,99;7247,45;132212,54
"431590 RODEIO BONITO";136768,99;133594,30;140618,25;139864,72;181881,11;209797,96;167819,53;166904,21;153531,56;127954,51;125734,89;142618,80;234984,59;194896,15;261365,52;234035,50;154507,50;176590,78;236728,64;240774,35;238893,65;231409,56;4031275,07
"431595 ROLADOR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431600 ROLANTE";27639,79;36272,05;89375,70;115009,23;59563,41;63553,11;56853,41;43078,61;144331,58;66006,72;78910,28;85372,62;110593,79;139026,98;116944,83;154583,21;205695,23;233335,03;278860,44;248437,37;303856,66;246084,81;2903384,86
"431610 RONDA ALTA";113336,85;123428,90;127892,62;124617,85;133019,08;117562,78;120842,36;129790,16;129530,85;141287,82;129216,94;157218,64;150218,08;175488,69;128178,81;184853,90;176394,87;248501,75;311895,27;220168,26;217276,96;204348,33;3565069,77
"431620 RONDINHA";17844,08;16080,61;19129,43;20488,89;15975,63;15073,49;19808,85;9098,30;31423,63;11081,66;16357,74;10334,46;13822,59;9180,36;11137,28;10572,28;8400,96;13687,42;9441,17;11992,28;8335,22;10155,86;309422,19
"431630 ROQUE GONZALES";10035,62;11663,97;10149,56;13823,80;10879,15;13059,69;11426,42;10590,79;11540,56;11326,72;11180,47;14044,85;12514,16;14067,40;14820,36;12488,31;13836,85;10622,88;8890,19;11513,28;12771,59;10852,47;262099,09
"431640 ROSARIO DO SUL";266311,04;268597,78;324154,54;312858,47;285381,04;310368,11;287598,97;243602,04;276473,91;238886,88;261606,92;304461,43;346121,10;302110,41;265759,07;311315,50;332125,75;294834,40;268565,82;294290,31;317209,30;293494,10;6406126,89
"431642 SAGRADA FAMILIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431643 SALDANHA MARINHO";-;1636,45;2507,46;1747,26;810,31;314,60;343,14;220,66;2008,54;746,58;132,66;88,44;2334,95;920,56;917,44;861,28;-;2658,66;885,32;4744,32;920,56;2173,02;26972,21
"431645 SALTO DO JACUI";20881,45;15137,23;10914,22;26919,68;45364,68;22606,39;11399,18;14433,74;19347,75;23615,10;11348,23;8347,05;7133,30;18064,56;9528,10;38314,31;-;29583,13;35184,14;20947,16;17413,27;19979,44;426462,11
"431647 SALVADOR DAS MISSOES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431650 SALVADOR DO SUL";4375,43;2214,18;4545,70;-;7887,54;10638,47;14060,10;7919,64;5314,70;4684,34;6991,10;-;14594,17;3019,76;13129,51;7905,54;8248,95;8053,00;5027,78;6539,40;4545,79;7646,04;147341,14
"431660 SANANDUVA";97866,30;97258,73;102311,33;100951,86;99283,61;91071,06;96413,67;99309,58;107800,56;100322,02;113761,16;95779,95;168205,61;130006,88;127803,79;152833,01;144924,93;137307,25;165697,96;207134,54;188694,31;208730,41;2833468,52
"431670 SANTA BARBARA DO SUL";35285,34;40118,13;39079,76;25421,72;32842,69;31393,22;28292,16;39245,32;44780,95;32246,83;33081,61;28834,47;31551,47;31613,72;39584,80;34066,92;27226,69;27080,16;29246,72;29152,98;19339,78;25339,98;704825,42
"431673 SANTA CECILIA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431675 SANTA CLARA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431680 SANTA CRUZ DO SUL";2784504,78;2112116,00;2496286,70;2287648,63;1858171,12;2357045,79;2241531,38;2355996,08;2267889,07;2813194,22;2351324,59;2908487,16;3227537,00;2944035,22;2617713,68;2296271,36;2542285,85;3606236,25;3819297,74;3746382,38;2993839,72;3059742,83;59687537,55
"431690 SANTA MARIA";3808863,86;3992024,11;3846707,65;4017101,19;4443195,81;4784883,83;3805224,50;3840975,75;4002127,14;3951895,14;3707501,02;4534560,23;4584675,93;3542935,62;4976501,63;5064353,62;5409881,18;4935393,53;5625592,31;4914685,18;4799753,39;4241056,23;96829888,85
"431695 SANTA MARIA DO HERVAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431697 SANTA MARGARIDA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431700 SANTANA DA BOA VISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431710 SANT'ANA DO LIVRAMENTO";486855,35;536799,57;589942,40;519738,08;510018,20;517265,26;540012,30;501804,69;485771,02;459048,20;437115,30;498821,67;510674,75;489707,49;555976,63;521965,38;544796,80;532022,18;524170,67;514393,70;521397,63;456711,96;11255009,23
"431720 SANTA ROSA";1429600,61;1618036,71;1939532,16;1691806,92;1864257,84;1597532,14;1574245,92;1673601,96;1826689,89;1555686,97;1472170,55;1486353,34;1658573,18;1532107,72;1445902,70;1721895,32;1584577,11;1558980,41;2943315,57;2246243,62;1477655,72;1146837,97;37045604,33
"431725 SANTA TEREZA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431730 SANTA VITORIA DO PALMAR";82490,71;86038,76;98955,01;72153,41;54407,27;108335,20;72397,56;73589,66;87918,76;82178,86;72885,80;86246,24;74643,79;87974,68;81279,71;84652,17;81807,24;77091,84;52466,29;57417,27;79331,45;69998,86;1724260,54
"431740 SANTIAGO";592055,10;549205,06;581866,11;596697,62;530980,49;623810,53;605129,71;654583,00;523935,67;658827,83;527756,01;672424,61;688209,79;659837,09;855631,95;949075,46;837470,53;744060,56;1055876,81;998121,11;943050,19;929814,44;15778419,67
"431750 SANTO ANGELO";932415,71;1113491,07;969218,36;1218402,87;1061450,21;1028089,81;1149851,84;934275,93;1245519,50;1386066,89;1224277,45;1203683,64;1240783,00;1190591,66;1323036,21;1341502,72;1288925,04;1854120,75;1661493,78;1882061,74;1669340,50;1596023,35;28514622,03
"431755 SANTO ANTONIO DO PALMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431760 SANTO ANTONIO DA PATRULHA";182295,92;219372,32;195231,34;235027,13;220217,95;290907,07;-;412166,90;204419,14;201697,34;263000,03;144212,06;130834,54;214720,17;187996,39;194122,58;214901,10;202723,07;105939,52;196052,80;157647,78;195862,07;4369347,22
"431770 SANTO ANTONIO DAS MISSOES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431775 SANTO ANTONIO DO PLANALTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
